IDDESA,NAMA_KAB,NAMA_KEC,NAMA_DESA,R105,Latitude,R307B_LAT2,Longitude,total_kk,total_penduduk,sktm,sktm_per_100kk,skor_kesejahteraan,sektor_dominan,grup_sektor,sektor_industri,sektor_jasa,sektor_lainnya,sektor_perdagangan,sektor_pertanian,subsektor_pertanian,is_pertanian,skor_diversifikasi,ada_pades,jumlah_bumdes,ada_bumdes,skor_bumdes,jumlah_kud,jumlah_kospin,total_koperasi,ada_koperasi,skor_koperasi,skor_kelembagaan,ada_produk_unggulan,orientasi_ekspor,industri_makanan,industri_kerajinan,total_industri,ada_industri,skor_industri,skor_produktivitas,akses_kur,skor_akses_modal,skor_infrastruktur_ekonomi,skor_ekonomi_total,kategori_ekonomi,cluster,label
3507140010,MALANG,GONDANGLEGI,UREK - UREK,1,-8.1406064,2,112.6624264,2053,8212,154,7.501217730150998,55.91119022429442,1,pertanian,False,False,False,False,True,1,100,0,100,0,0,0.0,0,1,1,100,25.0,37.5,0,0.0,2,0,2,100,6.0606060606060606,1.8181818181818181,100,100,0,33.80734301061906,Subsisten,0,Desa Subsisten Pertanian
3507140011,MALANG,GONDANGLEGI,KETAWANG,1,-8.1401359,2,112.6435419,1408,5632,63,4.474431818181818,73.70128685996539,1,pertanian,False,False,False,False,True,3,100,0,100,1,100,33.33333333333333,1,1,2,100,50.0,58.33333333333333,0,0.0,2,0,2,100,6.0606060606060606,1.8181818181818181,100,100,0,43.46320050287014,Berkembang,0,Desa Subsisten Pertanian
3507140012,MALANG,GONDANGLEGI,GANJARAN,1,-8.143706,2,112.6157478,2494,9976,40,1.6038492381716118,90.57329002910637,1,pertanian,False,False,False,False,True,3,100,0,0,1,100,33.33333333333333,0,0,0,0,0.0,13.333333333333332,0,0.0,0,0,0,0,0.0,0.0,0,0,0,25.976655840609926,Subsisten,4,Desa Marginal
3507140013,MALANG,GONDANGLEGI,PUTUKREJO,1,-8.1273654,2,112.6362714,1309,5236,20,1.5278838808250574,91.01978049373234,1,pertanian,False,False,False,False,True,1,100,0,100,2,100,66.66666666666666,0,0,0,0,0.0,56.666666666666664,0,0.0,0,0,0,0,0.0,0.0,100,100,0,46.92161179009975,Berkembang,0,Desa Subsisten Pertanian
3507140014,MALANG,GONDANGLEGI,SUMBERJAYA,2,-8.1210664,2,112.6159547,856,3424,32,3.7383177570093453,78.02783675943111,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,1,1,2,100,50.0,58.33333333333333,0,0.0,1,1,2,100,6.0606060606060606,1.8181818181818181,100,100,0,44.54483797773656,Berkembang,0,Desa Subsisten Pertanian
3507150001,MALANG,PAGELARAN,KANIGORO,1,-8.1838931,2,112.5791658,3654,14616,98,2.681992337164751,84.23644610422787,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,0,0.0,0,1,1,100,3.0303030303030303,0.9090909090909091,100,100,0,42.11971758666303,Berkembang,0,Desa Subsisten Pertanian
3507150002,MALANG,PAGELARAN,BALEARJO,1,-8.192316,2,112.5749646,1557,6228,53,3.4039820166987798,79.99291301585322,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,0,0.0,0,0,0,0,0.0,0.0,100,100,0,40.83156158729663,Berkembang,0,Desa Subsisten Pertanian
3507150003,MALANG,PAGELARAN,KADEMANGAN,1,-8.2163676,2,112.5999225,2690,10760,21,0.7806691449814126,95.41157520431614,1,pertanian,False,False,False,False,True,1,100,0,100,0,0,0.0,0,0,0,0,0.0,30.0,100,50.0,1,0,1,100,3.0303030303030303,53.40909090909091,100,100,0,54.70516652835176,Transisi,3,Desa Produktif
3507150004,MALANG,PAGELARAN,SUWARU,1,-8.2117726,2,112.6095904,632,2528,29,4.588607594936709,73.03021260463399,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,100,0.0,1,0,1,100,3.0303030303030303,35.90909090909091,100,100,0,48.06815921176455,Berkembang,0,Desa Subsisten Pertanian
3507150005,MALANG,PAGELARAN,CLUMPRIT,1,-8.2308465,2,112.6241679,2218,8872,41,1.848512173128945,89.13527049860508,1,pertanian,False,False,False,False,True,1,100,0,100,7,100,100.0,0,2,2,100,50.0,85.0,100,50.0,5,0,5,100,15.151515151515152,57.04545454545455,100,100,0,67.7951812610149,Produktif,3,Desa Produktif
3507150006,MALANG,PAGELARAN,SIDOREJO,1,-8.2140692,2,112.6417012,3818,15272,84,2.2001047668936615,87.0687661598852,1,pertanian,False,False,False,False,True,1,100,0,100,0,0,0.0,0,1,1,100,25.0,37.5,0,0.0,5,0,5,100,15.151515151515152,4.545454545454546,100,100,0,42.27855517633493,Berkembang,0,Desa Subsisten Pertanian
3507150007,MALANG,PAGELARAN,PAGELARAN,1,-8.2007536,2,112.6198978,2176,8704,10,0.4595588235294118,97.29891835163043,7,perdagangan,False,False,False,True,False,0,0,60,100,0,0,0.0,1,1,2,100,50.0,45.0,100,50.0,3,0,3,100,9.090909090909092,55.22727272727273,100,100,0,68.38154776972578,Produktif,3,Desa Produktif
3507150008,MALANG,PAGELARAN,BANJAREJO,1,-8.1814933,2,112.6210767,2839,11356,87,3.064459316660796,81.98847590644101,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,100,0.0,7,0,7,100,21.21212121212121,41.36363636363636,100,100,0,51.671361400852675,Transisi,0,Desa Subsisten Pertanian
3507150009,MALANG,PAGELARAN,BRONGKAL,1,-8.1821953,2,112.5936461,3115,12460,80,2.568218298555377,84.90515912204899,1,pertanian,False,False,False,False,True,3,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,0,0.0,6,5,11,100,33.33333333333333,9.999999999999998,100,100,0,44.559623113845575,Berkembang,0,Desa Subsisten Pertanian
3507150010,MALANG,PAGELARAN,KARANGSUKO,1,-8.1675152,2,112.5986681,1706,6824,285,16.705744431418523,1.8110905596206806,1,pertanian,False,False,False,False,True,1,100,0,100,4,100,100.0,0,0,0,0,0.0,70.0,0,0.0,1,0,1,100,3.0303030303030303,0.9090909090909091,100,100,0,28.180045367177897,Subsisten,0,Desa Subsisten Pertanian
3507160001,MALANG,KEPANJEN,JENGGOLO,1,-8.1663838,2,112.5503343,1831,7324,39,2.1299836155106497,87.48090699032032,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,100,0.0,17,0,17,100,51.515151515151516,50.45454545454545,100,100,0,57.19219644454978,Transisi,0,Desa Subsisten Pertanian
3507160002,MALANG,KEPANJEN,SENGGURUH,1,-8.1708242,2,112.5497065,1351,5404,87,6.439674315321983,62.15046861464548,7,perdagangan,False,False,False,True,False,0,0,60,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,0,0.0,0,0,0,0,0.0,0.0,100,100,0,47.2459504869947,Berkembang,1,Desa Berkembang
3507160003,MALANG,KEPANJEN,KEMIRI,1,-8.170244,2,112.5572498,1123,4492,61,5.431878895814782,68.07384027800686,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,0,0.0,1,0,1,100,3.0303030303030303,0.9090909090909091,100,100,0,39.954066130107776,Berkembang,0,Desa Subsisten Pertanian
3507160004,MALANG,KEPANJEN,TEGALSARI,1,-8.1668224,2,112.5765612,949,3796,30,3.1612223393045316,81.41974604788562,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,0,0.0,1,1,2,100,6.0606060606060606,1.8181818181818181,100,100,0,41.64281529985019,Berkembang,0,Desa Subsisten Pertanian
3507160005,MALANG,KEPANJEN,MANGUNREJO,1,-8.1563534,2,112.5549532,2041,8164,42,2.0578147966683,87.90508309613956,7,perdagangan,False,False,False,True,False,0,0,60,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,100,0.0,21,2,23,100,69.6969696969697,55.90909090909091,100,100,0,67.66187683464095,Produktif,1,Desa Berkembang
3507160006,MALANG,KEPANJEN,PANGGUNGREJO,1,-8.1437517,2,112.5616233,2411,9644,106,4.39651596847781,74.1592414480991,7,perdagangan,False,False,False,True,False,0,0,60,100,2,100,66.66666666666666,1,1,2,100,50.0,71.66666666666666,100,0.0,4,0,4,100,12.121212121212121,38.63636363636363,100,100,0,65.11556793778234,Produktif,1,Desa Berkembang
3507160007,MALANG,KEPANJEN,KEDUNGPEDARINGAN,1,-8.1485938,2,112.5817765,1214,4856,33,2.7182866556836904,84.02312429933097,3,industri,True,False,False,False,False,0,0,75,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,100,0.0,5,0,5,100,15.151515151515152,39.54545454545455,100,100,0,64.85047804452971,Transisi,5,Desa Maju
3507160008,MALANG,KEPANJEN,PENARUKAN,1,-8.1364805,2,112.5798703,1478,5912,68,4.600811907983761,72.95848109973288,3,industri,True,False,False,False,False,0,0,75,0,0,0,0.0,0,2,2,100,50.0,15.0,100,0.0,2,0,2,100,6.0606060606060606,36.81818181818182,100,100,0,52.44416572947867,Transisi,5,Desa Maju
3507160009,MALANG,KEPANJEN,CEPOKOMULYO,1,-8.133939,2,112.5655407,2246,8984,27,1.2021371326803205,92.93437448775562,7,perdagangan,False,False,False,True,False,0,0,60,0,0,0,0.0,0,3,3,100,75.0,22.5,100,0.0,30,0,30,100,90.9090909090909,62.272727272727266,100,100,0,63.42677544012072,Transisi,1,Desa Berkembang
3507160010,MALANG,KEPANJEN,KEPANJEN,1,-8.1319484,2,112.569337,3838,15352,37,0.9640437727983324,94.33378098818315,7,perdagangan,False,False,False,True,False,0,0,60,0,0,0,0.0,0,2,2,100,50.0,15.0,100,0.0,30,0,30,100,90.9090909090909,62.272727272727266,100,100,0,61.9016270652276,Transisi,1,Desa Berkembang
3507160011,MALANG,KEPANJEN,TALANGAGUNG,1,-8.1239275,2,112.5549888,2253,9012,23,1.020861074123391,93.9998342504394,7,perdagangan,False,False,False,True,False,0,0,60,100,0,0,0.0,0,3,3,100,75.0,52.5,100,0.0,0,0,0,0,0.0,35.0,100,100,0,64.37495856260985,Transisi,1,Desa Berkembang
3507160012,MALANG,KEPANJEN,DILEM,1,-8.1171756,2,112.5670939,1721,6884,184,10.691458454386984,37.16037915742005,7,perdagangan,False,False,False,True,False,0,0,60,100,2,100,66.66666666666666,0,3,3,100,75.0,79.16666666666666,100,0.0,0,1,1,100,3.0303030303030303,35.90909090909091,100,100,0,57.05903418329441,Transisi,1,Desa Berkembang
3507160013,MALANG,KEPANJEN,ARDIREJO,1,-8.1205584,2,112.5738443,2045,8180,113,5.525672371638142,67.52256409025446,15,lainnya,False,False,True,False,False,0,0,25,0,0,0,0.0,1,1,2,100,50.0,15.0,100,0.0,21,0,21,100,63.63636363636363,54.09090909090909,100,100,0,47.90336829529089,Berkembang,2,Desa Transisi (Non-Pertanian)
3507160014,MALANG,KEPANJEN,SUKORAHARJO,1,-8.1178691,2,112.594884,2362,9448,39,1.651143099068586,90.29531782357176,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,100,0.0,15,0,15,100,45.45454545454545,48.63636363636363,100,100,0,55.56625369831718,Transisi,0,Desa Subsisten Pertanian
3507160015,MALANG,KEPANJEN,CURUNGREJO,1,-8.1017434,2,112.6065673,1672,6688,66,3.9473684210526314,76.7991302624256,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,100,0.0,6,0,6,100,18.181818181818183,40.45454545454545,100,100,0,50.1467522625761,Transisi,0,Desa Subsisten Pertanian
3507160016,MALANG,KEPANJEN,JATIREJOYOSO,1,-8.0960595,2,112.5891547,1628,6512,33,2.027027027027027,88.08603986448882,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,0,0.0,0,1,1,100,3.0303030303030303,0.9090909090909091,100,100,0,43.082116026728265,Berkembang,0,Desa Subsisten Pertanian
3507160017,MALANG,KEPANJEN,NGADILANGKUNG,1,-8.1093535,2,112.5772025,2122,8488,179,8.435438265786994,50.42025888941847,1,pertanian,False,False,False,False,True,1,100,0,100,2,100,66.66666666666666,0,5,5,100,100.0,86.66666666666666,100,0.0,1,1,2,100,6.0606060606060606,36.81818181818182,100,100,0,53.47627684356674,Transisi,0,Desa Subsisten Pertanian
3507160018,MALANG,KEPANJEN,MOJOSARI,1,-8.09175,2,112.5860128,1225,4900,155,12.653061224489795,25.63095360309488,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,3,3,100,75.0,65.83333333333333,100,0.0,1,1,2,100,6.0606060606060606,36.81818181818182,100,100,0,42.070617188652506,Berkembang,0,Desa Subsisten Pertanian
3507170001,MALANG,SUMBERPUCUNG,KARANGKATES,1,-8.1583772,2,112.458577,3290,13160,214,6.504559270516717,61.76910380831713,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,3,3,100,75.0,65.83333333333333,100,0.0,19,3,22,100,66.66666666666666,55.0,100,100,0,55.650609285412614,Transisi,0,Desa Subsisten Pertanian
3507170002,MALANG,SUMBERPUCUNG,SUMBERPUCUNG,1,-8.1573381,2,112.4729385,4372,17488,387,8.85178408051235,47.97316401940088,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,1,6,7,100,100.0,73.33333333333333,100,0.0,14,0,14,100,42.42424242424242,47.72727272727273,100,100,0,52.258442520001736,Transisi,0,Desa Subsisten Pertanian
3507170003,MALANG,SUMBERPUCUNG,JATIGUWI,1,-8.1577051,2,112.4912052,3435,13740,229,6.666666666666667,60.816308887652134,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,2,2,100,50.0,58.33333333333333,100,0.0,82,5,87,100,100.0,65.0,100,100,0,56.03741055524637,Transisi,0,Desa Subsisten Pertanian
3507170004,MALANG,SUMBERPUCUNG,SAMBIGEDE,1,-8.1610739,2,112.5050543,2017,8068,15,0.7436787307882995,95.62898834889526,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,100,50.0,6,0,6,100,18.181818181818183,57.95454545454545,100,100,0,61.10421678419351,Transisi,3,Desa Produktif
3507170005,MALANG,SUMBERPUCUNG,SENGGRENG,1,-8.1641604,2,112.5157893,3233,12932,187,5.784101453758119,66.00363329101896,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,3,3,100,75.0,65.83333333333333,100,0.0,0,10,10,100,30.303030303030305,44.09090909090909,100,100,0,53.98196892881534,Transisi,0,Desa Subsisten Pertanian
3507170006,MALANG,SUMBERPUCUNG,TERNYANG,1,-8.1701259,2,112.5257431,1996,7984,30,1.503006012024048,91.16600150272718,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,100,0.0,6,0,6,100,18.181818181818183,40.45454545454545,100,100,0,55.613470072651495,Transisi,0,Desa Subsisten Pertanian
3507170007,MALANG,SUMBERPUCUNG,NGEBRUK,1,-8.1485495,2,112.5203682,2449,9796,95,3.879134340547162,77.20017973250482,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,1,2,3,100,75.0,65.83333333333333,100,0.0,14,3,17,100,51.515151515151516,50.45454545454545,100,100,0,58.372014630095904,Transisi,0,Desa Subsisten Pertanian
3507180001,MALANG,KROMENGAN,SLOROK,1,-8.1454625,2,112.5262024,1552,6208,136,8.762886597938143,48.49566374407884,7,perdagangan,False,False,False,True,False,0,0,60,100,2,100,66.66666666666666,0,1,1,100,25.0,64.16666666666666,100,0.0,3,0,3,100,9.090909090909092,37.72727272727273,100,100,0,56.59740078450455,Transisi,1,Desa Berkembang
3507180002,MALANG,KROMENGAN,JATIKERTO,1,-8.1365703,2,112.5386153,2967,11868,63,2.1233569261880687,87.51985571244734,1,pertanian,False,False,False,False,True,1,100,0,100,3,100,100.0,0,0,0,0,0.0,70.0,100,0.0,6,1,7,100,21.21212121212121,41.36363636363636,100,100,0,59.72087301902093,Transisi,0,Desa Subsisten Pertanian
3507180003,MALANG,KROMENGAN,NGADIREJO,1,-8.1289409,2,112.5172744,1983,7932,101,5.093292990418558,70.0638971078129,1,pertanian,False,False,False,False,True,1,100,0,100,4,100,100.0,0,1,1,100,25.0,77.5,100,0.0,65,3,68,100,100.0,65.0,100,100,0,63.14097427695323,Transisi,0,Desa Subsisten Pertanian
3507180004,MALANG,KROMENGAN,KARANGREJO,1,-8.1097071,2,112.4928778,2145,8580,46,2.1445221445221447,87.39545600581818,1,pertanian,False,False,False,False,True,1,100,0,100,3,100,100.0,0,0,0,0,0.0,70.0,100,0.0,0,0,0,0,0.0,35.0,100,100,0,58.098864001454544,Transisi,0,Desa Subsisten Pertanian
3507180005,MALANG,KROMENGAN,KROMENGAN,1,-8.1275013,2,112.4883978,2486,9944,66,2.6548672566371683,84.39587522074642,1,pertanian,False,False,False,False,True,1,100,0,100,0,0,0.0,0,3,3,100,75.0,52.5,100,0.0,6,0,6,100,18.181818181818183,40.45454545454545,100,100,0,54.33760516882296,Transisi,0,Desa Subsisten Pertanian
3507180006,MALANG,KROMENGAN,PENIWEN,1,-8.1091768,2,112.472363,1300,5200,18,1.3846153846153846,91.8618487689739,1,pertanian,False,False,False,False,True,1,100,0,100,5,100,100.0,0,0,0,0,0.0,70.0,100,0.0,2,1,3,100,9.090909090909092,37.72727272727273,100,100,0,59.89728037406166,Transisi,0,Desa Subsisten Pertanian
3507180007,MALANG,KROMENGAN,JAMBUWER,1,-8.0945091,2,112.4624329,1551,6204,284,18.31076724693746,0.0,1,pertanian,False,False,False,False,True,3,100,0,100,5,100,100.0,0,0,0,0,0.0,70.0,100,0.0,1,2,3,100,9.090909090909092,37.72727272727273,100,100,0,36.93181818181818,Berkembang,0,Desa Subsisten Pertanian
3507190001,MALANG,NGAJUM,NGAJUM,1,-8.0953345,2,112.5391114,3743,14972,121,3.232701041944964,80.99962613707952,1,pertanian,False,False,False,False,True,3,100,0,100,2,100,66.66666666666666,1,2,3,100,75.0,79.16666666666666,100,0.0,0,0,0,0,0.0,35.0,100,100,0,58.79157320093654,Transisi,0,Desa Subsisten Pertanian
3507190002,MALANG,NGAJUM,PALAAN,1,-8.1050162,2,112.5472542,1194,4776,26,2.1775544388609713,87.20130692310246,1,pertanian,False,False,False,False,True,3,100,0,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,100,0.0,1,0,1,100,3.0303030303030303,35.90909090909091,100,100,0,53.48593279138168,Transisi,0,Desa Subsisten Pertanian
3507190003,MALANG,NGAJUM,NGASEM,1,-8.095657,2,112.5585308,2179,8716,18,0.8260670032124828,95.14474685620289,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,100,0.0,0,1,1,100,3.0303030303030303,35.90909090909091,100,100,0,53.596792774656784,Transisi,0,Desa Subsisten Pertanian
3507190004,MALANG,NGAJUM,BANJARSARI,1,-8.091202,2,112.5683002,1061,4244,19,1.7907634307257305,89.47469183127319,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,100,50.0,200,0,200,100,100.0,82.5,100,100,0,65.70200629115163,Produktif,3,Desa Produktif
3507190005,MALANG,NGAJUM,KRANGGAN,1,-8.0786783,2,112.5658354,2083,8332,37,1.7762842054728758,89.5597942547513,1,pertanian,False,False,False,False,True,3,100,0,100,4,100,100.0,0,0,0,0,0.0,70.0,100,0.0,8,0,8,100,24.242424242424242,42.27272727272727,100,100,0,60.458130381869644,Transisi,0,Desa Subsisten Pertanian
3507190006,MALANG,NGAJUM,KESAMBEN,2,-8.0642605,2,112.571416,1408,5632,28,1.9886363636363635,88.3116830488735,1,pertanian,False,False,False,False,True,3,100,0,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,0,0.0,0,0,0,0,0.0,0.0,100,100,0,44.78625409555171,Berkembang,0,Desa Subsisten Pertanian
3507190007,MALANG,NGAJUM,BABADAN,1,-8.0381917,2,112.5387949,2714,10856,30,1.105379513633014,93.503072586383,1,pertanian,False,False,False,False,True,3,100,0,100,0,0,0.0,0,1,1,100,25.0,37.5,100,0.0,2,0,2,100,6.0606060606060606,36.81818181818182,100,100,0,51.9553136011412,Transisi,0,Desa Subsisten Pertanian
3507190008,MALANG,NGAJUM,BALESARI,2,-8.03339,2,112.52338,1766,7064,60,3.397508493771234,80.03096149427346,1,pertanian,False,False,False,False,True,3,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,100,0.0,6,0,6,100,18.181818181818183,40.45454545454545,100,100,0,50.954710070538056,Transisi,0,Desa Subsisten Pertanian
3507190009,MALANG,NGAJUM,MAGUAN,2,-8.073005,2,112.53512,940,3760,28,2.9787234042553195,82.49239333278075,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,100,0.0,1,4,5,100,15.151515151515152,39.54545454545455,100,100,0,51.342795302892156,Transisi,0,Desa Subsisten Pertanian
3507200001,MALANG,WONOSARI,KLUWUT,2,-8.1020547,2,112.5033249,1404,5616,25,1.7806267806267806,89.53427053623187,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,0,0.0,5,1,6,100,18.181818181818183,5.454545454545455,100,100,0,46.455537331027664,Berkembang,0,Desa Subsisten Pertanian
3507200002,MALANG,WONOSARI,PLANDI,2,-8.1108684,2,112.5125971,1618,6472,70,4.326328800988875,74.57177029173964,1,pertanian,False,False,False,False,True,1,100,0,100,1,100,33.33333333333333,0,0,0,0,0.0,43.33333333333333,100,0.0,0,0,0,0,0.0,35.0,100,100,0,48.22627590626824,Berkembang,0,Desa Subsisten Pertanian
3507200003,MALANG,WONOSARI,PLAOSAN,2,-8.0969643,2,112.5170396,2150,8600,124,5.767441860465116,66.10155094466651,1,pertanian,False,False,False,False,True,3,100,0,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,100,0.0,3,1,4,100,12.121212121212121,38.63636363636363,100,100,0,48.89281197859087,Berkembang,0,Desa Subsisten Pertanian
3507200004,MALANG,WONOSARI,KEBOBANG,1,-8.0689634,2,112.5158484,3047,12188,74,2.4286183130948475,85.72566552848502,1,pertanian,False,False,False,False,True,3,100,0,100,2,100,66.66666666666666,0,4,4,100,100.0,86.66666666666666,100,0.0,2,0,2,100,6.0606060606060606,36.81818181818182,100,100,0,62.30262850333337,Transisi,0,Desa Subsisten Pertanian
3507200005,MALANG,WONOSARI,BANGELAN,2,-8.1015949,2,112.4943973,1607,6428,66,4.107031736154325,75.86070055928788,1,pertanian,False,False,False,False,True,3,100,0,100,4,100,100.0,0,0,0,0,0.0,70.0,100,0.0,1,0,1,100,3.0303030303030303,35.90909090909091,100,100,0,55.44244786709469,Transisi,0,Desa Subsisten Pertanian
3507200006,MALANG,WONOSARI,SUMBERDEM,1,-8.0423348,2,112.4651594,1338,5352,26,1.9431988041853512,88.57874474303762,1,pertanian,False,False,False,False,True,3,100,0,100,1,100,33.33333333333333,0,2,2,100,50.0,58.33333333333333,100,0.0,1,0,1,100,3.0303030303030303,35.90909090909091,100,100,0,55.70529224636547,Transisi,0,Desa Subsisten Pertanian
3507200007,MALANG,WONOSARI,SUMBERTEMPUR,1,-8.0513009,2,112.4874941,1596,6384,40,2.506265664160401,85.26928905550832,1,pertanian,False,False,False,False,True,3,100,0,100,0,0,0.0,0,1,1,100,25.0,37.5,0,0.0,0,0,0,0,0.0,0.0,100,100,0,40.69232226387708,Berkembang,0,Desa Subsisten Pertanian
3507200008,MALANG,WONOSARI,WONOSARI,2,-8.0269037,2,112.4922713,1878,7512,23,1.2247071352502663,92.80171808638977,1,pertanian,False,False,False,False,True,3,100,0,100,3,100,100.0,0,0,0,0,0.0,70.0,0,0.0,0,0,0,0,0.0,0.0,100,100,0,50.70042952159744,Transisi,0,Desa Subsisten Pertanian
3507210001,MALANG,WAGIR,SUMBERSUKO,2,-8.0107279,2,112.5404889,2212,8848,62,2.802893309222423,83.52584415258431,3,industri,True,False,False,False,False,0,0,75,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,0,0.0,1,0,1,100,3.0303030303030303,0.9090909090909091,100,100,0,55.06706709875214,Transisi,5,Desa Maju
3507210002,MALANG,WAGIR,MENDALANWANGI,1,-8.0312113,2,112.5983808,2957,11828,20,0.6763611768684478,96.0246508847804,3,industri,True,False,False,False,False,0,0,75,100,1,100,33.33333333333333,1,1,2,100,50.0,58.33333333333333,0,0.0,0,0,0,0,0.0,0.0,100,100,0,59.839496054528425,Transisi,5,Desa Maju
3507210003,MALANG,WAGIR,SITIREJO,1,-8.0205328,2,112.6110804,3392,13568,113,3.331367924528302,80.41970623955494,3,industri,True,False,False,False,False,0,0,75,100,1,100,33.33333333333333,1,2,3,100,75.0,65.83333333333333,0,0.0,4,0,4,100,12.121212121212121,3.6363636363636362,100,100,0,58.722350802312974,Transisi,5,Desa Maju
3507210004,MALANG,WAGIR,PARANGARGO,1,-8.0139073,2,112.5948967,2035,8140,150,7.371007371007371,56.67650859814118,3,industri,True,False,False,False,False,0,0,75,100,1,100,33.33333333333333,0,4,4,100,100.0,73.33333333333333,100,0.0,1,0,1,100,3.0303030303030303,35.90909090909091,100,100,0,62.729733210141355,Transisi,5,Desa Maju
3507210005,MALANG,WAGIR,GONDOWANGI,1,-8.0107943,2,112.5860268,2434,9736,250,10.271158586688578,39.6307141859883,6,industri,True,False,False,False,False,0,0,75,100,1,100,33.33333333333333,0,1,1,100,25.0,50.83333333333333,0,0.0,1,0,1,100,3.0303030303030303,0.9090909090909091,100,100,0,44.093284607103136,Berkembang,5,Desa Maju
3507210006,MALANG,WAGIR,PANDANREJO,1,-8.0070437,2,112.5598624,1864,7456,91,4.881974248927039,71.30593435174097,3,industri,True,False,False,False,False,0,0,75,100,1,100,33.33333333333333,0,2,2,100,50.0,58.33333333333333,0,0.0,12,0,12,100,36.36363636363637,10.90909090909091,100,100,0,56.3870896485413,Transisi,5,Desa Maju
3507210007,MALANG,WAGIR,PETUNGSEWU,2,-7.9991854,2,112.5416255,1324,5296,46,3.474320241691843,79.57949632362536,1,pertanian,False,False,False,False,True,3,100,0,100,0,0,0.0,0,1,1,100,25.0,37.5,100,0.0,2,0,2,100,6.0606060606060606,36.81818181818182,100,100,0,48.474419535451794,Berkembang,0,Desa Subsisten Pertanian
3507210008,MALANG,WAGIR,SUKODADI,1,-7.990479265,2,112.5547987,1338,5352,15,1.1210762331838564,93.41081427482939,3,industri,True,False,False,False,False,0,0,75,100,1,100,33.33333333333333,1,1,2,100,50.0,58.33333333333333,100,0.0,5,0,5,100,15.151515151515152,39.54545454545455,100,100,0,69.07240053840432,Produktif,5,Desa Maju
3507210009,MALANG,WAGIR,SIDORAHAYU,1,-8.0020108,2,112.597845,3467,13868,57,1.6440726853187193,90.33687455983345,3,industri,True,False,False,False,False,0,0,75,100,0,0,0.0,1,2,3,100,75.0,52.5,100,0.0,5,0,5,100,15.151515151515152,39.54545454545455,100,100,0,66.845582276322,Produktif,5,Desa Maju
3507210010,MALANG,WAGIR,JEDONG,1,-7.990125574,2,112.5845162,2909,11636,98,3.368855276727398,80.19937231517657,6,industri,True,False,False,False,False,0,0,75,100,1,100,33.33333333333333,0,2,2,100,50.0,58.33333333333333,0,0.0,0,0,0,0,0.0,0.0,100,100,0,55.883176412127476,Transisi,5,Desa Maju
