akses_listrik,ras_listrik_pln,sanitasi_layak,air_aman,jalan_baik,aksesibilitas_jalan,kesejahteraan_ekonomi,pades,bumdes,produk_unggulan,jml_koperasi,sektor_jasa,sektor_lainnya,sektor_perdagangan,sektor_pertanian,puskesmas,posyandu,bidan,gizi_buruk,pendidikan_dasar,pendidikan_menengah,tbm,pemilahan_sampah,no_banjir,peringatan_dini,internet_desa,rkp_desa
100.0,100.0,1,1,1,4,91.23711340206185,1,2,1,1,False,False,True,False,0,7,5,0,2,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.87664307381193,1,3,1,0,False,False,False,True,0,7,2,0,4,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,94.90670700958144,1,4,1,1,False,False,False,True,0,5,1,0,3,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.85547785547786,1,3,1,0,False,False,False,True,0,7,4,0,2,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.34513274336283,1,0,1,3,False,False,False,True,0,8,3,0,6,3,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.61538461538461,1,5,1,0,False,False,False,True,0,5,3,0,3,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,81.68923275306254,1,5,1,0,False,False,False,True,0,7,2,0,4,1,0,1,1,0,4,1
100.0,99.86641731231633,1,1,1,4,96.76729895805504,1,2,1,2,False,False,False,True,0,18,2,0,8,4,1,1,1,0,4,1
100.0,100.0,1,1,1,4,97.82244556113903,1,1,1,1,False,False,False,True,0,7,3,0,2,0,1,1,1,0,4,1
100.0,100.0,1,1,1,4,99.17393299678751,1,1,1,0,False,False,False,True,0,10,2,0,5,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.20923656927427,1,1,1,1,False,False,False,True,0,7,2,0,3,1,1,2,1,0,4,1
100.0,99.61593855016802,1,1,1,4,98.22371579452712,1,4,1,0,False,False,False,True,0,8,1,0,4,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.01136363636364,1,1,0,1,False,False,False,True,0,4,1,0,2,1,0,2,1,0,4,1
100.0,100.0,1,1,1,4,98.89462048636699,1,0,1,1,False,False,False,True,0,7,1,0,6,3,1,1,1,0,4,1
100.0,100.0,1,1,1,4,96.60249150622877,1,1,1,0,False,False,False,True,0,7,1,0,6,1,1,1,1,0,4,1
99.8936170212766,99.8936170212766,1,1,1,4,97.02127659574468,1,1,1,0,False,False,False,True,0,6,1,2,2,0,0,2,1,0,4,1
100.0,100.0,1,1,1,4,98.21937321937322,1,1,0,1,False,False,False,True,0,5,2,2,3,1,1,1,1,1,4,1
100.0,100.0,1,1,1,4,95.67367119901112,1,1,1,0,False,False,False,True,0,7,1,0,4,3,1,2,1,0,4,1
100.0,100.0,1,1,1,4,94.23255813953489,1,1,1,1,False,False,False,True,0,15,4,0,5,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.57138168690516,1,2,1,4,False,False,False,True,0,11,4,24,6,1,0,2,1,0,4,1
100.0,100.0,1,1,1,4,95.89296826384567,1,4,1,0,False,False,False,True,0,6,1,0,5,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.05680119581464,1,1,1,2,False,False,False,True,0,13,2,8,3,1,1,3,1,1,4,1
100.0,100.0,1,1,1,4,97.4937343358396,1,0,0,1,False,False,False,True,0,6,2,0,3,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.77529286474973,1,3,0,0,False,False,False,True,0,12,1,10,5,0,0,2,1,0,4,1
100.0,100.0,1,1,1,4,97.19710669077757,1,1,0,1,False,False,False,False,0,7,1,0,5,1,1,2,1,1,4,1
100.0,100.0,1,0,1,4,99.32363882313155,1,1,0,1,False,False,False,False,0,7,3,0,5,0,0,2,1,0,4,1
100.0,100.0,1,0,1,4,96.66863207547169,1,1,0,2,False,False,False,False,0,5,4,0,4,1,0,2,1,0,4,1
100.0,100.0,1,1,1,4,92.62899262899263,1,1,1,4,False,False,False,False,0,6,1,0,2,1,1,1,1,0,4,1
100.0,100.0,1,1,1,4,89.72884141331141,1,1,0,1,False,False,False,False,0,6,1,0,3,1,0,2,1,0,4,1
100.0,100.0,1,1,1,4,95.11802575107296,1,1,0,2,False,False,False,False,0,5,3,0,3,1,0,3,1,0,4,1
100.0,100.0,1,1,1,4,96.52567975830816,1,0,1,1,False,False,False,True,0,6,1,0,2,0,0,1,1,1,4,1
100.0,100.0,1,1,1,4,98.87892376681614,1,1,1,1,False,False,False,False,0,6,1,0,2,2,1,2,1,1,4,1
100.0,100.0,1,1,1,4,98.35592731468128,1,0,1,2,False,False,False,False,0,7,2,0,3,1,1,2,1,0,4,1
100.0,100.0,1,1,1,4,96.6311447232726,1,1,0,2,False,False,False,False,0,9,2,0,3,0,0,2,1,1,4,1
100.0,100.0,1,1,1,4,98.35863766926549,1,1,1,1,False,False,False,True,0,9,2,0,3,0,1,3,1,1,4,1
100.0,100.0,1,1,1,4,98.37570621468926,1,1,1,3,False,False,False,False,0,5,2,0,3,1,1,2,1,0,4,1
100.0,100.0,1,1,1,4,82.59052924791087,1,1,0,0,False,False,True,False,0,6,3,0,3,1,0,2,1,0,4,1
100.0,100.0,1,1,1,4,96.79673849737915,1,1,1,0,False,False,False,False,0,5,1,0,1,3,0,1,1,0,4,1
100.0,100.0,1,1,1,4,96.40718562874251,1,1,1,0,False,False,False,False,0,6,2,0,2,1,0,3,1,0,4,1
100.0,100.0,1,1,1,4,99.06367041198502,1,1,1,2,False,False,False,False,0,11,2,0,2,1,0,2,1,0,4,1
100.0,100.0,1,1,1,4,99.24906132665832,1,1,1,1,False,False,False,False,0,11,1,0,4,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,96.92476661175178,1,1,0,0,False,False,False,False,0,9,1,15,4,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.60506100316313,1,1,0,3,False,False,False,False,0,7,7,0,4,1,0,4,1,0,4,1
100.0,100.0,1,1,1,4,97.73727215587681,1,1,0,0,False,False,False,False,0,7,0,0,4,0,0,3,1,0,4,1
100.0,100.0,1,1,1,4,96.8944099378882,1,1,0,0,False,False,False,False,0,6,1,0,3,1,0,3,1,0,4,1
100.0,100.0,1,1,1,4,96.30911188004613,1,1,0,0,False,False,False,False,0,8,3,0,3,2,0,2,1,0,4,1
100.0,100.0,1,1,1,4,97.89121009065826,1,7,0,2,False,False,False,False,0,16,3,0,8,3,0,2,1,0,4,1
100.0,100.0,1,1,1,4,97.3913043478261,1,1,0,2,False,False,False,False,0,10,6,0,3,3,1,2,1,0,4,1
100.0,100.0,1,1,1,4,95.30956848030019,1,1,0,1,False,False,False,False,0,5,2,0,4,1,0,3,1,0,4,1
100.0,100.0,1,0,1,4,96.98340874811463,1,1,1,1,False,False,False,True,0,4,2,0,3,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.00948212983224,1,1,1,0,False,False,False,True,0,5,1,2,3,1,1,3,1,0,4,1
100.0,100.0,1,1,1,4,96.66348903717827,1,3,1,1,False,False,False,True,0,4,1,0,2,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,95.99789362822538,1,1,1,1,False,False,False,True,0,6,3,0,3,1,1,1,1,0,4,1
100.0,100.0,1,1,1,4,90.27027027027027,1,1,1,2,False,False,False,True,0,5,1,0,3,2,0,1,1,0,4,1
100.0,100.0,1,1,1,4,96.98558322411533,1,1,1,1,False,False,False,True,0,4,2,0,4,0,0,2,1,0,4,1
100.0,100.0,1,1,1,4,96.25260235947259,1,1,1,1,False,False,False,True,0,5,3,7,2,0,1,1,1,0,4,1
100.0,100.0,1,1,1,4,98.29881656804734,1,1,1,1,False,False,True,False,0,5,4,5,2,1,0,2,1,0,4,1
100.0,100.0,1,1,1,4,95.00290528762348,1,1,1,2,False,False,True,False,0,5,3,23,6,3,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.19101123595506,1,1,1,0,False,False,False,True,0,6,1,58,4,0,0,2,1,0,4,1
100.0,100.0,1,1,1,4,98.52724594992637,1,2,0,1,False,False,False,False,0,6,3,22,3,2,0,1,1,0,4,1
100.0,100.0,1,1,1,4,94.44444444444444,1,1,0,1,False,False,False,True,0,6,1,23,3,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.60986547085201,1,1,0,1,False,False,False,True,0,7,4,0,5,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.8085782366958,1,1,0,1,False,False,False,True,0,8,1,0,3,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.88235294117646,1,1,0,1,False,False,False,True,0,6,3,0,4,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.11261402956904,1,1,1,1,False,False,False,True,0,13,2,0,4,2,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.95373665480427,1,1,0,1,False,False,False,True,0,5,3,0,1,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.20518064076346,1,1,1,1,False,False,False,True,0,7,3,0,2,0,1,3,1,0,4,1
100.0,100.0,1,1,1,4,95.07692307692308,1,5,1,0,False,False,False,True,0,2,2,1,2,0,0,3,1,0,4,1
100.0,100.0,1,1,1,4,94.39024390243902,1,3,0,1,False,False,True,False,0,14,4,0,3,1,0,2,1,0,4,1
100.0,100.0,1,1,1,4,92.5925925925926,1,2,1,2,False,False,True,False,0,13,2,2,3,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,93.81176470588235,1,2,0,1,False,False,True,False,0,14,10,0,10,3,0,2,1,0,4,1
100.0,100.0,1,1,1,4,99.2462311557789,1,3,1,0,False,False,True,False,0,6,1,0,3,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.65047233468286,1,1,1,0,False,False,False,True,0,3,1,0,2,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.00636942675159,0,2,1,0,False,False,False,True,0,3,1,0,2,1,1,1,1,0,4,1
100.0,100.0,1,1,1,4,94.42836468885673,0,3,0,1,False,False,False,True,0,4,1,0,3,1,0,1,1,0,4,1
100.0,100.0,1,0,1,4,97.47340425531915,1,4,0,1,False,False,True,False,0,26,2,0,2,1,1,2,0,0,4,1
100.0,100.0,1,1,1,4,94.97578692493947,1,1,0,0,False,False,False,False,0,11,2,0,3,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,89.97772828507794,1,1,0,0,False,False,False,False,0,6,2,0,2,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.49347258485639,1,1,0,0,False,False,True,False,0,4,1,0,2,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.85131070047271,1,1,1,0,False,False,False,True,0,14,2,0,4,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.02315325248071,1,4,1,0,False,False,False,False,0,5,0,3,1,1,1,1,1,0,4,1
100.0,100.0,1,0,1,4,97.65698219306466,1,2,1,0,False,False,False,False,0,6,2,0,4,1,1,3,1,0,4,1
100.0,100.0,1,1,1,4,95.17523896222121,1,2,1,1,False,False,False,False,0,8,5,0,4,3,1,3,1,0,4,1
100.0,100.0,1,1,1,4,96.1430293290478,1,3,1,0,False,False,False,False,0,9,5,0,4,2,0,2,1,0,4,1
100.0,100.0,1,1,1,4,96.52536483669215,1,1,0,1,False,False,False,False,0,12,3,0,4,1,1,2,1,0,4,1
100.0,100.0,1,1,1,4,96.0848774656306,1,1,0,0,False,False,False,False,0,9,3,0,4,2,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.12566940378436,1,4,0,0,False,False,False,False,0,10,3,0,4,2,1,2,1,0,4,1
100.0,100.0,1,1,1,4,97.91003184713375,1,3,1,0,False,False,False,False,0,15,1,0,8,0,0,1,1,0,4,1
100.0,99.86082115518441,1,1,1,4,94.7633959638135,1,4,0,0,False,False,False,False,0,14,15,5,4,1,0,2,0,0,4,1
100.0,100.0,1,1,1,4,97.9108635097493,1,1,1,0,False,False,False,False,0,7,4,0,5,4,1,2,1,0,4,1
100.0,100.0,1,1,1,4,97.68339768339769,1,2,1,0,False,False,False,False,0,3,1,0,1,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.3790523690773,1,0,1,0,False,False,False,True,0,4,1,0,1,0,1,1,1,1,4,1
100.0,100.0,1,1,1,4,99.39516129032258,1,2,1,0,False,False,False,True,0,3,2,0,2,0,1,2,1,1,4,1
100.0,100.0,1,1,1,4,96.84351914036266,1,1,1,0,False,False,False,True,0,4,1,5,3,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.28482328482329,1,2,1,2,False,False,False,True,0,6,2,5,4,1,1,2,1,1,4,1
99.9209486166008,99.60474308300395,1,1,1,4,92.88537549407114,1,3,1,2,False,False,False,True,0,4,1,0,3,0,1,3,1,0,4,1
100.0,100.0,1,1,1,4,98.34437086092716,1,3,0,1,False,False,False,False,0,4,1,0,4,5,0,2,1,0,4,1
100.0,100.0,1,1,1,4,95.0938824954573,1,5,1,0,False,False,False,True,0,12,4,1,3,4,1,2,1,0,4,1
100.0,100.0,1,1,1,4,96.61308840413318,1,1,1,0,False,False,False,True,0,5,1,27,3,0,1,2,1,0,4,0
100.0,100.0,1,0,1,4,96.9364161849711,1,3,0,1,False,False,False,True,0,9,3,1,5,1,1,3,1,0,4,1
100.0,100.0,1,1,1,4,93.89408099688474,1,1,0,0,False,False,False,True,0,4,1,0,2,0,1,1,1,0,4,1
100.0,100.0,1,0,1,4,98.46491228070175,1,0,1,1,False,False,False,True,0,10,1,5,2,1,1,2,1,0,4,1
100.0,100.0,1,1,1,4,96.10591900311526,1,1,1,0,False,False,False,True,0,5,1,0,5,1,1,2,1,0,4,1
100.0,100.0,1,1,1,4,97.7207062600321,1,5,1,0,False,False,False,True,0,6,2,0,5,1,1,3,1,0,4,1
100.0,100.0,1,1,1,4,96.42233856893543,1,1,1,3,False,False,False,True,0,3,1,0,3,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.52144899904671,1,2,1,0,False,False,False,True,0,6,2,0,4,2,1,1,1,0,4,1
100.0,100.0,1,1,1,4,97.19373988127361,1,1,1,1,False,False,False,True,0,6,1,0,4,2,1,2,1,0,4,1
100.0,100.0,1,1,1,4,98.00498753117208,1,1,1,0,False,False,False,True,0,12,5,0,3,1,1,2,0,1,4,1
100.0,100.0,1,1,1,4,94.09535208458009,1,3,1,4,False,False,False,False,0,12,4,0,7,1,1,3,1,1,4,1
100.0,100.0,1,1,1,4,90.56257175660161,0,0,1,2,False,False,False,False,0,16,4,0,3,2,1,2,1,0,4,0
100.0,100.0,1,1,1,4,80.39977790116602,1,2,1,0,False,False,False,False,0,6,2,0,3,0,1,2,1,0,4,1
100.0,100.0,1,1,1,4,97.98701298701299,1,2,1,0,False,False,False,True,0,6,4,0,3,1,1,2,1,0,4,1
100.0,100.0,1,1,1,4,98.45928099779897,1,1,0,1,False,False,False,False,0,15,2,0,2,0,1,3,1,0,4,1
99.81191222570533,99.74921630094043,1,1,1,4,99.52978056426332,1,3,0,3,False,False,True,False,0,11,3,0,4,1,1,4,1,0,4,1
100.0,99.91368148467846,1,1,1,4,97.88519637462235,0,0,1,2,False,False,True,False,0,13,4,0,12,9,1,4,1,1,4,0
100.0,100.0,1,1,1,4,96.77650429799426,1,5,1,2,False,False,False,False,0,10,6,0,4,1,1,4,1,0,4,1
99.89477376359173,99.78954752718344,1,1,1,4,99.19326552086987,1,3,1,1,False,False,False,False,0,14,2,0,3,0,1,3,1,0,4,1
100.0,100.0,1,1,1,4,98.47619047619048,1,1,1,0,False,False,False,False,0,9,3,0,2,1,1,1,1,0,4,1
100.0,100.0,1,1,1,4,100.0,1,4,1,1,False,False,False,False,0,21,2,0,3,2,1,2,1,0,4,1
100.0,100.0,1,1,1,4,96.91455696202532,1,1,1,3,False,False,False,False,0,15,7,0,5,1,1,1,1,0,4,1
100.0,100.0,1,1,1,4,97.97507788161994,1,1,1,0,False,False,False,False,0,17,4,0,4,1,0,3,1,0,4,1
100.0,100.0,1,1,1,4,95.50763701707098,1,1,0,1,False,False,False,False,0,10,3,0,4,1,1,2,1,0,4,1
100.0,100.0,1,1,1,4,98.80658436213992,1,2,1,0,False,False,False,True,0,4,1,49,4,1,0,2,1,1,4,1
100.0,100.0,1,1,1,4,95.37409493161705,1,1,1,1,False,False,True,False,0,6,2,0,6,2,0,1,1,0,4,1
100.0,100.0,1,1,1,4,93.45711759504863,1,1,1,1,False,False,False,False,0,11,3,2,5,3,0,2,1,0,4,1
100.0,100.0,1,0,1,4,98.22412737293325,0,0,0,0,False,False,False,False,0,5,2,0,1,0,0,1,1,0,4,0
100.0,100.0,1,1,1,4,99.0024554941682,0,0,1,3,False,False,True,False,0,27,1,0,7,7,0,2,1,0,4,0
100.0,100.0,1,1,1,4,96.16956077630235,1,1,1,1,False,False,True,False,0,18,5,0,3,2,0,1,0,0,4,1
100.0,100.0,1,1,1,4,98.45653939886272,1,1,1,1,False,False,False,True,0,16,5,0,4,3,0,2,1,0,4,1
100.0,100.0,1,0,1,4,95.51870148200423,1,1,1,0,False,False,False,True,0,13,3,0,4,2,0,1,1,0,4,1
100.0,100.0,1,1,1,4,93.66459627329192,0,0,1,2,False,False,False,False,0,27,4,0,8,3,1,2,1,0,4,0
100.0,100.0,1,1,1,4,95.40646721063766,1,2,0,2,False,False,False,False,0,18,1,0,4,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.77400890396439,1,1,0,1,False,False,False,False,0,11,2,0,5,1,1,2,1,0,4,1
100.0,100.0,1,1,1,4,96.26373626373626,1,2,1,3,False,False,False,False,0,16,4,15,5,1,0,2,1,1,4,1
100.0,100.0,1,1,1,4,97.82463186077644,1,1,0,0,False,True,False,False,0,6,2,0,3,0,0,2,1,0,4,1
100.0,100.0,1,1,1,4,96.39076034648701,1,1,1,0,False,False,True,False,0,11,2,8,3,1,0,2,1,0,4,1
100.0,100.0,1,1,1,4,98.61138274985332,1,2,1,1,False,False,False,False,0,11,2,0,6,2,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.04343923891581,1,2,0,3,False,False,True,False,0,15,1,0,5,3,0,1,1,0,4,1
100.0,100.0,1,1,1,4,94.40276976341605,1,1,0,0,False,False,False,False,0,5,3,0,3,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.57820383451059,1,4,0,4,False,False,True,False,0,10,1,0,4,3,0,1,1,0,4,1
100.0,100.0,1,1,1,4,95.32888465204957,1,1,0,1,False,False,False,True,0,6,1,0,4,3,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.53817388594578,1,4,0,1,False,False,False,True,0,8,1,0,3,2,0,2,1,0,4,1
100.0,100.0,1,1,1,4,96.93989071038251,1,1,0,1,False,False,False,True,0,7,1,0,4,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.3568281938326,1,6,0,1,False,False,False,True,0,8,1,0,4,2,1,3,1,1,4,1
100.0,100.0,1,1,1,4,98.99699097291875,1,3,0,1,False,False,False,False,0,7,1,0,3,0,0,3,1,1,4,1
100.0,100.0,1,1,1,4,99.19441460794845,1,1,0,1,False,False,False,False,0,5,0,0,2,1,1,3,1,0,4,1
100.0,100.0,1,1,1,4,99.76780185758514,1,1,0,1,False,False,False,True,0,4,1,0,2,0,1,2,1,0,4,1
100.0,100.0,1,1,0,4,97.97297297297297,1,2,1,0,False,False,False,True,0,8,4,0,2,0,1,3,1,1,4,1
99.90808823529412,99.90808823529412,1,1,1,4,99.63235294117646,1,2,1,0,False,False,False,True,0,4,1,0,2,1,1,2,0,0,4,1
100.0,100.0,1,1,1,4,99.65682910089224,0,4,0,0,False,False,True,False,0,9,4,0,3,1,1,2,0,0,4,1
100.0,100.0,1,1,1,4,96.04477611940298,1,0,1,1,False,False,False,True,0,4,1,0,2,0,1,1,1,0,4,1
100.0,100.0,1,1,1,4,98.48089247567054,1,6,0,1,False,True,False,False,0,14,2,0,7,5,1,3,1,1,4,1
100.0,100.0,1,1,1,4,98.2485685415965,1,4,0,2,False,False,True,False,0,6,2,0,4,2,1,2,1,0,4,1
100.0,100.0,1,1,1,4,98.49029475197699,1,1,1,1,False,False,False,True,0,5,1,0,4,1,0,2,1,0,4,1
100.0,100.0,1,1,1,4,97.50367107195301,1,1,1,0,False,False,False,True,0,8,1,0,6,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,98.48363926576216,1,9,1,2,False,False,False,True,0,5,1,0,2,2,1,1,1,0,4,1
100.0,100.0,1,1,1,4,99.24131893784651,1,3,0,4,False,False,False,True,0,12,15,0,5,1,1,2,1,0,4,1
100.0,100.0,1,1,1,4,98.16,0,2,1,2,False,False,True,False,0,8,2,0,3,0,0,2,1,0,4,1
100.0,100.0,1,1,1,4,99.03241412675375,1,3,1,3,False,False,False,True,0,18,2,0,5,3,0,4,1,1,4,1
100.0,100.0,1,1,1,4,95.22342064714947,1,4,1,2,False,False,False,True,0,7,1,0,4,1,1,4,1,1,4,1
100.0,100.0,1,1,1,4,99.26096997690532,1,5,1,2,False,False,False,True,0,6,1,0,4,2,1,3,1,0,4,1
100.0,100.0,1,1,1,4,99.53287818900468,1,4,1,1,False,False,False,True,0,9,5,0,5,2,1,3,1,1,4,1
100.0,100.0,1,1,1,4,97.30994152046783,1,1,1,1,False,False,False,True,0,6,1,0,4,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,99.09433962264151,1,1,1,1,False,False,False,True,0,5,2,3,2,1,1,1,1,0,4,1
100.0,100.0,1,1,1,4,98.12348668280872,1,1,1,3,False,False,False,True,0,7,1,0,3,0,1,1,1,0,4,1
100.0,100.0,1,1,1,4,97.86620530565168,1,2,1,2,False,False,False,True,0,5,3,0,4,1,1,2,1,0,4,1
100.0,100.0,1,0,1,4,98.1456043956044,1,1,1,0,False,False,False,True,0,4,1,0,3,0,1,2,1,0,4,1
100.0,100.0,1,1,1,4,98.46072186836518,1,1,1,0,False,False,False,True,0,5,1,0,4,1,1,1,1,0,4,1
100.0,100.0,1,1,1,4,97.64808362369338,1,1,1,3,False,False,False,True,0,4,1,0,2,1,0,2,1,0,4,1
100.0,100.0,1,0,1,4,97.97866367209433,1,1,1,3,False,False,False,True,0,7,2,0,3,0,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.41672331747111,1,5,1,3,False,False,False,True,0,6,1,2,3,1,0,2,0,0,4,1
100.0,100.0,1,1,1,4,94.97435897435898,1,3,1,1,False,False,True,False,0,6,3,0,4,2,0,2,1,0,4,1
100.0,100.0,1,0,1,4,95.7957957957958,1,3,1,3,False,False,True,False,0,5,2,0,4,0,0,2,1,0,4,1
100.0,100.0,1,1,1,4,98.96743447180302,1,2,1,1,False,False,False,True,0,4,1,8,2,0,0,2,1,0,4,1
100.0,100.0,1,1,1,4,99.18367346938776,1,3,1,2,False,False,False,True,0,3,2,0,2,1,0,2,1,0,4,1
100.0,100.0,1,1,1,4,96.85273159144893,1,4,1,3,False,False,False,True,0,6,1,0,4,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,95.98356914650844,1,1,1,1,False,False,False,True,0,8,1,8,5,1,0,1,1,1,4,1
100.0,100.0,1,0,1,4,94.48511469009273,1,2,1,1,False,False,False,True,0,6,2,7,4,0,1,1,1,1,4,1
100.0,100.0,1,1,1,4,95.1131221719457,1,2,1,1,False,False,False,True,0,6,1,11,5,1,1,2,1,1,4,1
100.0,100.0,1,1,1,4,97.89177793394238,1,3,1,1,False,False,False,True,0,10,1,8,3,0,0,2,1,1,4,1
100.0,100.0,1,0,1,4,95.95457771469127,1,4,0,3,False,False,False,True,0,7,2,9,4,2,0,2,1,1,4,1
100.0,100.0,1,0,1,4,96.51866801210898,1,2,1,2,False,False,False,True,0,7,1,0,4,2,1,1,1,1,4,1
100.0,100.0,1,1,1,4,96.56226126814362,1,0,0,3,False,False,False,True,0,5,1,1,3,0,1,2,0,1,4,1
100.0,100.0,1,1,1,4,98.05389221556887,1,1,0,1,False,False,False,True,0,6,1,2,3,1,1,1,1,1,4,1
100.0,100.0,1,1,1,4,98.7411883182276,1,3,0,1,False,False,False,True,0,8,1,0,4,0,0,1,0,0,4,1
100.0,100.0,1,0,1,4,99.08883826879271,1,0,0,2,False,False,False,True,0,5,2,0,2,1,0,2,0,1,4,1
100.0,100.0,1,1,1,4,99.49025487256372,1,0,0,5,False,False,False,True,0,11,7,0,7,3,0,2,0,0,4,1
100.0,100.0,1,1,1,4,99.72160356347439,1,1,0,2,False,False,False,True,0,5,1,0,3,0,1,1,1,0,4,1
100.0,100.0,1,1,1,4,99.09411172622043,1,1,0,2,False,False,False,True,0,6,1,0,5,1,1,1,0,0,4,1
100.0,100.0,1,1,1,4,98.94736842105263,1,4,0,0,False,False,False,True,0,6,1,0,5,0,1,2,1,1,4,1
100.0,100.0,1,1,1,4,97.51552795031056,1,0,1,0,False,False,False,True,0,10,3,2,5,1,1,2,0,1,4,1
100.0,100.0,1,1,1,4,98.54988399071925,1,1,0,0,False,False,False,True,0,7,1,3,4,2,1,2,1,1,4,1
100.0,100.0,1,1,1,4,97.37034331628927,1,1,0,0,False,False,False,True,0,5,1,2,3,1,0,2,1,1,4,1
100.0,100.0,1,0,1,4,98.86524822695036,1,0,0,0,False,False,False,True,0,7,2,4,8,2,1,2,1,1,4,1
100.0,100.0,1,1,1,4,98.5580389329488,1,1,0,0,False,False,False,True,0,6,1,2,5,1,1,2,1,1,4,1
100.0,100.0,1,1,1,4,98.5239852398524,1,1,0,0,False,False,False,False,0,6,1,0,4,1,0,1,1,0,4,1
100.0,100.0,1,1,1,4,97.07997385051209,1,1,1,0,False,False,False,False,0,11,7,0,5,3,1,1,1,0,4,1
100.0,100.0,1,1,1,4,97.63565891472868,1,1,0,1,False,False,False,True,0,9,1,0,4,3,1,1,1,0,4,1
100.0,100.0,1,0,1,4,96.50943396226415,1,1,0,2,False,False,False,True,0,7,5,0,5,0,0,1,1,0,4,1
100.0,99.17377398720683,1,1,1,4,98.53411513859275,1,1,0,0,False,False,False,True,0,8,3,0,6,2,0,1,0,1,4,1
100.0,100.0,1,1,1,4,99.37701892016612,0,1,0,0,False,False,False,True,0,10,3,0,5,1,0,1,1,1,4,1
100.0,100.0,1,1,1,4,97.46707193515704,1,1,0,0,False,False,False,True,0,12,3,0,6,3,0,2,0,1,4,1
100.0,100.0,1,1,1,4,98.27990617670055,1,1,0,0,False,False,False,True,0,7,4,0,3,1,0,1,1,1,4,1
100.0,100.0,1,1,1,4,98.04045512010114,1,1,0,0,False,False,False,True,0,7,2,2,3,1,1,1,0,1,4,1
100.0,100.0,1,1,1,4,97.63593380614657,1,2,0,0,False,False,False,True,0,6,1,0,4,2,1,1,1,0,4,1
100.0,97.51693002257336,1,0,1,4,97.96839729119638,1,1,1,0,False,False,False,True,0,9,1,0,4,1,1,2,0,1,4,1
100.0,100.0,1,0,1,4,88.5263535317318,1,1,1,0,False,False,False,True,0,6,5,0,6,1,1,1,1,0,4,1
100.0,100.0,1,1,1,4,97.03264094955489,1,1,1,1,False,False,False,True,0,9,3,0,9,1,1,2,1,1,4,1
100.0,100.0,1,1,1,4,97.75243206977524,1,0,0,0,False,False,False,True,0,6,3,0,6,1,1,1,1,0,4,1
100.0,100.0,1,1,1,4,96.58278968623796,1,1,0,0,False,False,False,True,0,8,6,0,4,1,1,2,1,1,4,1
100.0,100.0,1,1,1,4,100.0,0,1,0,2,False,False,False,False,0,4,1,0,2,2,1,1,1,0,4,1
100.0,100.0,1,1,1,4,100.0,1,1,0,0,False,False,False,True,0,5,0,0,3,0,1,2,1,1,4,0
100.0,100.0,1,1,1,4,99.78494623655914,0,1,0,5,False,False,True,False,0,9,2,0,10,3,0,2,1,0,4,1
100.0,100.0,1,1,1,4,99.89984977466199,0,1,0,0,False,False,False,True,0,8,1,0,4,2,0,2,1,0,4,1
