IDDESA,NAMA_KAB,NAMA_KEC,NAMA_DESA,R105,Latitude,R307B_LAT2,Longitude,tps,tps3r,bank_sampah,pemilahan_sampah,skor_pengelolaan_sampah,pencemaran_air,pencemaran_tanah,pencemaran_udara,total_pencemaran,skor_kualitas_lingkungan,banjir,kebakaran_hutan,kekeringan,longsor,total_bencana,tingkat_kerawanan,skor_ketahanan_bencana,peringatan_dini,rambu_evakuasi,destana,skor_mitigasi_bencana,penanaman_pohon,daur_ulang_masyarakat,pupuk_organik,komunitas_lingkungan,skor_pelestarian,skor_lingkungan_total,kategori_lingkungan,cluster,label
3511031006,BONDOWOSO,JAMBESARI DARUS SHOLAH,GRUJUGAN LOR,1,-7.9591421,2,113.8299367,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,100,25.0,50.3125,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511031007,BONDOWOSO,JAMBESARI DARUS SHOLAH,TEGALPASIR,1,-7.967267,2,113.8464516,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,50,0,100,0,35.0,54.75,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511031008,BONDOWOSO,JAMBESARI DARUS SHOLAH,PENGARANG,2,-7.9664422,2,113.8539114,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511031010,BONDOWOSO,JAMBESARI DARUS SHOLAH,SUMBER ANYAR,2,-8.0220236,2,113.8730481,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511040001,BONDOWOSO,PUJER,SUKOKERTO,2,-8.0015253,2,113.8918362,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,100,0,0,0,30.0,54.0,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511040002,BONDOWOSO,PUJER,SUKOWONO,1,-8.009806,2,113.9163582,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511040003,BONDOWOSO,PUJER,MASKUNING WETAN,1,-7.9862038,2,113.9062317,100,0,0,0,20.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,100,0,100,50,62.5,63.875,Sedang,1,Lingkungan Terbaik
3511040004,BONDOWOSO,PUJER,MASKUNING KULON,1,-7.9816733,2,113.8947497,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,0,0,0,100,25.0,53.25,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511040005,BONDOWOSO,PUJER,ALASSUMUR,2,-7.9920774,2,113.8693758,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,100,0,100,0,50.0,54.0625,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511040007,BONDOWOSO,PUJER,MENGOK,1,-7.9753691,2,113.8760125,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,46.5625,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511040008,BONDOWOSO,PUJER,KEJAYAN,1,-7.9596974,2,113.8747202,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,46.5625,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511040009,BONDOWOSO,PUJER,MANGLI,1,-7.9701187,2,113.8918319,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,100,0,20.0,49.5625,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511040010,BONDOWOSO,PUJER,RANDUCANGKRING,2,-7.9536632,2,113.8833628,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,100,0,20.0,49.5625,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511040011,BONDOWOSO,PUJER,PADASAN,2,-7.9395578,2,113.8752185,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,46.5625,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511040012,BONDOWOSO,PUJER,SUKODONO,2,-8.0076506,2,113.903288,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,100,0,100,100,75.0,62.3125,Sedang,1,Lingkungan Terbaik
3511050001,BONDOWOSO,TLOGOSARI,PAKISAN,2,-7.9856522,2,113.9192806,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,100,100,60.0,0,0,100,50,32.5,60.4375,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511050002,BONDOWOSO,TLOGOSARI,TLOGOSARI,1,-7.9978268,2,113.9343201,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,100,100,60.0,0,0,100,100,45.0,62.3125,Sedang,1,Lingkungan Terbaik
3511050003,BONDOWOSO,TLOGOSARI,KEMBANG,2,-8.0083855,2,113.9567146,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,100,100,60.0,100,0,0,50,42.5,60.375,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511050004,BONDOWOSO,TLOGOSARI,GUNOSARI,2,-8.0023281,2,113.9750598,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,100,100,60.0,0,0,100,0,20.0,58.5625,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511050005,BONDOWOSO,TLOGOSARI,TROTOSARI,2,-7.9884975,2,113.9587555,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,100,0,0,50,42.5,55.875,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511050006,BONDOWOSO,TLOGOSARI,SULEK,2,-7.9845173,2,113.9348637,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,100,0,0,100,55.0,57.75,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511050007,BONDOWOSO,TLOGOSARI,JEBUNG KIDUL,1,-7.9696234,2,113.9228254,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,0,0,100,100,45.0,57.8125,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511050008,BONDOWOSO,TLOGOSARI,JEBUNG LOR,1,-7.9589359,2,113.9077725,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,0,0,100,50,32.5,55.9375,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511050009,BONDOWOSO,TLOGOSARI,PATEMON,1,-7.9771646,2,113.9029701,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,100,0,20.0,49.5625,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511050010,BONDOWOSO,TLOGOSARI,BRAMBANG DARUSSALAM,2,-8.0171386,2,113.9508694,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,100,0,100,100,75.0,56.25,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511060001,BONDOWOSO,SUKOSARI,PECALONGAN,2,-7.9556058,2,113.9367329,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,0,0,0,0,0.0,49.5,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511060006,BONDOWOSO,SUKOSARI,NOGOSARI,2,-7.9296093,2,113.9723577,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,100,0,0,0,30.0,49.5,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511060007,BONDOWOSO,SUKOSARI,SUKOSARI LOR,1,-7.9497199,2,113.9552263,100,0,0,0,20.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,100,0,30.0,0,0,0,0,0.0,54.5,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511060008,BONDOWOSO,SUKOSARI,KERANG,2,-7.9374351,2,113.932047,0,0,0,0,0.0,0,0,0,0,100.0,1,0,0,0,1,25,75,0,0,100,30.0,0,0,0,50,12.5,45.125,Buruk,0,Lingkungan Sedang
3511061001,BONDOWOSO,SUMBER WRINGIN,SUKOSARI KIDUL,1,-7.9713417,2,113.9739717,0,0,100,25,31.25,0,0,0,0,100.0,0,0,0,0,0,0,100,100,100,0,70.0,100,0,0,50,42.5,69.6875,Baik,1,Lingkungan Terbaik
3511061002,BONDOWOSO,SUMBER WRINGIN,TEGAL JATI,2,-7.9654657,2,113.9606959,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,100,100,100,100.0,50,0,0,0,15.0,63.8125,Sedang,1,Lingkungan Terbaik
3511061003,BONDOWOSO,SUMBER WRINGIN,REJO AGUNG,2,-7.9658758,2,113.9953298,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,1,1,25,75,100,100,0,70.0,100,0,0,50,42.5,55.625,Sedang,0,Lingkungan Sedang
3511061004,BONDOWOSO,SUMBER WRINGIN,SUKOREJO,2,-7.9568983,2,113.9997333,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,100,0,70.0,100,0,0,0,30.0,60.0,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511061005,BONDOWOSO,SUMBER WRINGIN,SUMBER GADING,2,-7.9620833,2,113.9833272,0,0,100,25,31.25,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,0,40.0,100,0,100,0,50.0,66.3125,Baik,1,Lingkungan Terbaik
3511061006,BONDOWOSO,SUMBER WRINGIN,SUMBERWRINGIN,1,-7.9801847,2,113.9926171,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,100,100,100,100.0,100,0,100,100,75.0,72.8125,Baik,1,Lingkungan Terbaik
3511070001,BONDOWOSO,TAPEN,WONOKUSUMO,2,-7.921501835,2,113.9539102,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511070002,BONDOWOSO,TAPEN,MANGLI WETAN,2,-7.8894353,2,113.9535678,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511070003,BONDOWOSO,TAPEN,GUNUNGANYAR,1,-7.8855354,2,113.921625,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511070004,BONDOWOSO,TAPEN,JURANGSAPI,1,-7.8891798,2,113.9110602,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511070005,BONDOWOSO,TAPEN,CINDOGO,1,-7.8780718,2,113.9074837,50,0,0,0,10.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,47.5,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511070006,BONDOWOSO,TAPEN,KALITAPEN,1,-7.867158462,2,113.9231186,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511070007,BONDOWOSO,TAPEN,MRAWAN,1,-7.8654201,2,113.935633,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511070008,BONDOWOSO,TAPEN,TAAL,2,-7.8600072,2,113.9477453,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511070009,BONDOWOSO,TAPEN,TAPEN,2,-7.8567647,2,113.9311782,50,0,0,0,10.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,47.5,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511080001,BONDOWOSO,WONOSARI,LOMBOK KULON,2,-7.9440047,2,113.899708,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,100,50,32.5,49.875,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511080002,BONDOWOSO,WONOSARI,LOMBOK WETAN,2,-7.9485688,2,113.9178291,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,100,0,20.0,48.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511080003,BONDOWOSO,WONOSARI,TUMPENG,2,-7.9256733,2,113.8954267,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,0,40.0,0,0,100,50,32.5,55.875,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511080004,BONDOWOSO,WONOSARI,JUMPONG,2,-7.9315123,2,113.8745467,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511080005,BONDOWOSO,WONOSARI,TANGSIL WETAN,1,-7.9153143,2,113.8759486,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511080006,BONDOWOSO,WONOSARI,PASAREJO,1,-7.9090712,2,113.8950433,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511080007,BONDOWOSO,WONOSARI,BENDOARUM,1,-7.9177756,2,113.9224029,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,100,0,20.0,48.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511080008,BONDOWOSO,WONOSARI,KAPURAN,1,-7.8910013,2,113.8981555,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,100,0,100,0,50.0,52.5,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511080009,BONDOWOSO,WONOSARI,SUMBERKALONG,1,-7.89942,2,113.8938817,100,0,0,0,20.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,50.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511080010,BONDOWOSO,WONOSARI,TRAKTAKAN,2,-7.8992405,2,113.8713683,0,0,0,0,0.0,1,0,1,2,33.33,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,31.666,Sangat Buruk,2,Lingkungan Rentan Pencemaran
3511080011,BONDOWOSO,WONOSARI,WONOSARI,1,-7.8880244,2,113.8928426,100,100,0,75,68.75,1,0,0,1,66.67,0,0,0,0,0,0,100,0,0,0,0.0,0,100,100,100,70.0,66.0215,Baik,2,Lingkungan Rentan Pencemaran
3511080012,BONDOWOSO,WONOSARI,PELALANGAN,2,-7.9190233,2,113.9132882,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511090001,BONDOWOSO,TENGGARANG,KONCER KIDUL,1,-7.9387278,2,113.8302858,100,100,100,25,81.25,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,100,70.0,100,100,50,100,90.0,89.3125,Sangat Baik,1,Lingkungan Terbaik
3511090002,BONDOWOSO,TENGGARANG,SUMBERSALAM,1,-7.9521463,2,113.8395241,0,0,0,0,0.0,0,0,1,1,66.66,0,0,0,0,0,0,100,100,0,100,70.0,100,0,100,100,75.0,60.082,Sedang,2,Lingkungan Rentan Pencemaran
3511090003,BONDOWOSO,TENGGARANG,PEKALANGAN,2,-7.9465537,2,113.8545906,0,0,100,0,25.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,0,40.0,0,100,100,100,70.0,67.75,Baik,1,Lingkungan Terbaik
3511090004,BONDOWOSO,TENGGARANG,KASEMEK,1,-7.9647097,2,113.8728681,50,0,0,0,10.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,100,70.0,100,0,100,100,75.0,69.25,Baik,1,Lingkungan Terbaik
3511090005,BONDOWOSO,TENGGARANG,LOJAJAR,1,-7.9437379,2,113.8558437,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511090006,BONDOWOSO,TENGGARANG,KAJAR,1,-7.9383549,2,113.842641,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,100,25.0,48.75,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511090007,BONDOWOSO,TENGGARANG,BATAAN,1,-7.9203294,2,113.8441431,100,100,0,75,68.75,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,100,100,50,57.5,70.8125,Baik,1,Lingkungan Terbaik
3511090008,BONDOWOSO,TENGGARANG,GEBANG,1,-7.9231418,2,113.8510675,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,100,25.0,48.75,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511090009,BONDOWOSO,TENGGARANG,DAWUHAN,1,-7.925476,2,113.8554814,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,0,0,100,100,45.0,56.25,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511090010,BONDOWOSO,TENGGARANG,TENGGARANG,1,-7.9091025,2,113.8524138,50,0,0,0,10.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,0,0,0,100,25.0,55.75,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511090011,BONDOWOSO,TENGGARANG,TANGSIL KULON,1,-7.9023588,2,113.8656615,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
3511090012,BONDOWOSO,TENGGARANG,KONCER DARUL AMAN,1,-7.9344301,2,113.834285,0,0,0,25,6.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,100,0,100,100,75.0,57.8125,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511100001,BONDOWOSO,BONDOWOSO,PANCORAN,1,-7.931629,2,113.8277198,100,0,0,25,26.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,100,0,0,50,42.5,62.4375,Sedang,1,Lingkungan Terbaik
3511100002,BONDOWOSO,BONDOWOSO,SUKOWIRYO,1,-7.944221743,2,113.810535,0,0,100,25,31.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,52.8125,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511100003,BONDOWOSO,BONDOWOSO,KEMBANG,1,-7.940854656,2,113.8066552,0,0,100,25,31.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,52.8125,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511100004,BONDOWOSO,BONDOWOSO,NANGKAAN,1,-7.931588383,2,113.8128444,100,0,100,25,51.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,50,100,0,0,40.0,63.8125,Sedang,1,Lingkungan Terbaik
3511100005,BONDOWOSO,BONDOWOSO,TAMANSARI,1,-7.924659378,2,113.8238666,100,0,100,25,51.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,100,0,0,25.0,61.5625,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511100006,BONDOWOSO,BONDOWOSO,DABASAH,1,-7.9168311,2,113.8221869,100,50,100,25,66.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,100,0,100,50.0,69.0625,Baik,1,Lingkungan Terbaik
3511100007,BONDOWOSO,BONDOWOSO,BADEAN,1,-7.918046397,2,113.8152024,100,0,100,25,51.25,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,100,0,0,25.0,61.5625,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511100008,BONDOWOSO,BONDOWOSO,KOTAKULON,1,-7.9055772,2,113.8085624,0,0,100,75,43.75,1,0,0,1,66.67,0,0,0,0,0,0,100,100,0,100,70.0,0,100,100,100,70.0,70.2715,Baik,1,Lingkungan Terbaik
3511100009,BONDOWOSO,BONDOWOSO,BLINDUNGAN,1,-7.9094633,2,113.8278117,100,0,100,75,63.75,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,0,100,100,100,70.0,75.9375,Baik,1,Lingkungan Terbaik
3511100010,BONDOWOSO,BONDOWOSO,KADEMANGAN,1,-7.9199998,2,113.8358783,100,100,100,75,93.75,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,100,100,50,50,77.5,80.0625,Sangat Baik,1,Lingkungan Terbaik
3511100011,BONDOWOSO,BONDOWOSO,PEJATEN,1,-7.901452,2,113.8474498,100,0,0,75,38.75,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,0,0,100,100,45.0,65.9375,Baik,1,Lingkungan Terbaik
3511110001,BONDOWOSO,CURAH DAMI,JETIS,2,-7.9547074,2,113.7899387,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,100,70.0,0,0,100,50,32.5,60.375,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511110002,BONDOWOSO,CURAH DAMI,PAKUWESI,2,-7.9401569,2,113.7881153,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,0,40.0,50,0,100,100,60.0,60.0,Sedang,1,Lingkungan Terbaik
3511110003,BONDOWOSO,CURAH DAMI,KUPANG,2,-7.9344802,2,113.7786975,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,50,0,50,100,50.0,52.5,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511110004,BONDOWOSO,CURAH DAMI,PETUNG,2,-7.9331422,2,113.7940326,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,100,70.0,0,0,0,100,25.0,59.25,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511110005,BONDOWOSO,CURAH DAMI,PENAMBANGAN,1,-7.9196857,2,113.789813,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,100,70.0,0,0,100,100,45.0,62.25,Sedang,1,Lingkungan Terbaik
3511110006,BONDOWOSO,CURAH DAMI,CURAHPOH,1,-7.9262653,2,113.786203,100,0,0,0,20.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,100,70.0,0,0,0,100,25.0,64.25,Sedang,1,Lingkungan Terbaik
3511110007,BONDOWOSO,CURAH DAMI,CURAHDAMI,1,-7.9130729,2,113.7845111,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,0,40.0,0,0,100,100,45.0,57.75,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511110008,BONDOWOSO,CURAH DAMI,PONCOGATI,1,-7.9038691,2,113.8001735,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,100,70.0,0,0,0,100,25.0,59.25,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511110009,BONDOWOSO,CURAH DAMI,SUMBERSUKO,1,-7.9087638,2,113.7882413,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,0,40.0,0,0,0,50,12.5,52.875,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511110011,BONDOWOSO,CURAH DAMI,SILOLEMBU,1,-7.8969188,2,113.7956306,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,100,70.0,0,0,100,100,45.0,62.25,Sedang,1,Lingkungan Terbaik
3511110019,BONDOWOSO,CURAH DAMI,LOCARE,1,-7.8934321,2,113.800742,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,100,70.0,0,0,0,100,25.0,59.25,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511110020,BONDOWOSO,CURAH DAMI,SUMBER SALAK,2,-7.952459,2,113.7648342,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,100,100,100.0,0,0,0,100,25.0,63.75,Sedang,1,Lingkungan Terbaik
3511111001,BONDOWOSO,BINAKAL,GADINGSARI,2,-7.9038132,2,113.7687591,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,100,0,100,70.0,0,0,0,0,0.0,55.5,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511111002,BONDOWOSO,BINAKAL,BINAKAL,2,-7.8991477,2,113.7747511,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,100,0,0,100,55.0,53.25,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511111003,BONDOWOSO,BINAKAL,SUMBER WARU,2,-7.905818962,2,113.7476625,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,100,30.0,0,0,0,50,12.5,51.375,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511111004,BONDOWOSO,BINAKAL,KEMBANGAN,2,-7.8896619,2,113.7435585,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,1,1,25,75,0,0,0,0.0,0,0,100,50,32.5,43.625,Buruk,0,Lingkungan Sedang
3511111005,BONDOWOSO,BINAKAL,BARATAN,2,-7.8949895,2,113.7661102,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,100,0,0,100,55.0,53.25,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511111006,BONDOWOSO,BINAKAL,JERUK SOKSOK,1,-7.893262844,2,113.7723822,0,0,0,0,0.0,0,0,0,0,100.0,1,0,0,1,2,50,50,0,0,0,0.0,100,0,0,50,42.5,38.875,Buruk,0,Lingkungan Sedang
3511111007,BONDOWOSO,BINAKAL,BENDELAN,2,-7.8732145,2,113.7656448,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,100,0,100,100,75.0,56.25,Sedang,3,Lingkungan Ideal (Tanpa Masalah)
3511111008,BONDOWOSO,BINAKAL,SUMBER TENGAH,2,-7.8826213,2,113.7824656,0,0,0,0,0.0,0,0,0,0,100.0,0,0,0,0,0,0,100,0,0,0,0.0,0,0,0,0,0.0,45.0,Buruk,3,Lingkungan Ideal (Tanpa Masalah)
